UPS,AAPL,PFE,CRM,CVS,GOOG,KO,FB,IBM,AMZN
3,115,1,6,2,23,14,15,18,50
4,99,2,9,1,25,20,14,11,55
3,76,0,9,3,31,13,19,7,81
5,113,1,9,0,21,20,29,10,70
1,89,3,1,0,33,33,23,2,49
2,72,1,3,1,37,11,19,5,52
7,129,1,3,2,27,10,13,7,52
3,99,0,6,0,22,8,21,4,50
51,119,1,8,0,39,10,7,2,42
1,90,0,3,0,39,8,16,1,47
3,62,1,3,0,52,9,8,2,40
0,47,0,3,1,42,18,27,6,43
6,76,0,3,0,32,19,18,2,59
5,76,4,3,2,32,14,15,3,31
2,75,1,4,0,25,38,18,1,40
1,78,0,3,0,29,15,10,7,26
2,75,2,5,0,26,18,17,4,47
4,84,1,1,0,22,17,7,4,33
6,86,1,6,0,28,22,15,7,51
5,197,0,2,0,26,23,8,4,38
4,153,0,8,0,25,18,10,4,41
3,141,0,6,0,19,14,12,4,35
5,130,0,6,0,26,18,19,7,39
2,71,0,3,0,13,34,17,8,31
0,87,0,3,0,30,17,13,4,29
0,58,0,4,0,27,8,21,5,29
0,61,1,2,0,25,10,24,3,44
1,91,0,5,2,14,12,18,4,39
59,67,0,1,0,14,18,21,0,39
112,55,1,5,1,17,11,11,5,41
44,47,1,1,0,23,16,22,3,45
2,60,0,2,1,21,14,27,4,43
5,48,0,3,1,14,7,18,4,54
0,52,2,3,0,20,27,20,1,48
2,47,0,1,2,26,27,21,2,47
5,35,0,3,0,17,14,19,2,59
4,36,0,2,0,20,10,16,5,45
2,49,0,3,1,13,13,16,2,46
178,54,1,3,2,23,3,17,2,56
202,54,1,0,3,24,2,19,7,71
102,70,3,4,0,34,7,14,3,28
6,33,2,1,0,22,6,17,0,41
3,67,0,6,1,15,6,14,4,40
4,52,2,5,0,22,9,18,3,25
2,72,0,1,0,17,5,10,4,25
7,156,0,2,0,20,6,35,2,43
2,113,0,3,0,16,4,24,3,57
1,88,1,6,0,24,3,18,1,56
3,106,0,3,0,12,7,25,4,29
0,82,0,0,0,15,12,26,1,43
1,73,0,0,1,22,9,21,1,40
1,49,0,4,2,16,2,15,2,47
1,66,0,0,1,15,6,20,2,61
2,282,0,1,1,8,14,10,1,42
1,204,0,0,0,33,18,15,2,55
1,118,1,1,0,17,23,12,4,50
0,132,1,3,0,18,22,13,0,47
1,84,3,3,0,10,14,7,4,59
2,154,3,3,0,16,8,11,1,42
5,82,0,2,0,14,5,14,1,40
1,148,0,5,0,7,12,12,5,60
5,105,0,2,0,17,9,4,2,33
0,110,1,3,1,8,5,8,2,38
1,65,1,1,0,11,9,12,2,39
1,182,1,2,0,10,6,13,2,53
2,82,1,1,0,20,5,16,0,39
1,69,3,2,0,35,5,10,1,31
1,66,1,1,1,20,1,11,1,41
2,45,0,1,1,8,3,9,5,46
1,55,0,2,0,21,12,5,3,39
3,56,0,1,0,15,9,12,1,48
2,46,1,2,0,20,8,12,2,57
4,64,0,1,1,20,8,6,4,49
1,51,1,4,0,14,7,6,2,71
0,59,0,4,0,20,3,7,1,57
3,60,0,0,0,24,8,13,2,56
7,76,2,2,0,17,5,12,1,52
2,86,2,1,0,13,3,16,3,48
1,54,3,2,0,23,3,94,2,32
0,81,0,2,0,21,11,51,1,54
2,56,0,0,0,11,13,48,2,25
0,32,0,2,0,10,12,35,2,40
1,45,1,1,0,13,6,27,1,50
1,40,0,1,0,17,5,33,0,28
1,49,0,0,0,19,6,33,0,33
2,94,0,3,0,9,5,27,0,18
0,68,2,3,0,17,2,24,0,59
1,425,0,0,0,10,6,18,2,64
3,216,1,1,0,8,0,18,0,37
1,156,0,1,0,12,3,21,1,31
3,106,0,2,0,15,7,21,1,31
4,104,0,0,1,13,5,18,0,43
2,77,0,2,1,10,2,24,2,48
0,81,0,3,0,7,5,17,1,48
0,91,0,1,1,9,4,10,1,54
0,97,0,1,0,9,5,10,3,38
1,76,1,1,1,11,2,8,1,38
2,56,0,1,0,19,0,17,1,28
0,97,1,1,0,9,2,19,2,21
2,106,0,1,0,8,1,13,1,19
1,100,2,1,0,10,2,10,4,17
0,75,0,2,0,8,3,13,1,31
0,87,0,0,0,13,2,14,0,53
2,99,2,1,0,8,3,10,0,47
0,161,2,0,0,17,13,14,2,26
0,180,0,4,0,5,7,18,1,23
1,119,0,0,0,14,7,15,1,33
0,78,1,1,0,12,3,11,0,17
0,89,1,0,0,12,8,17,1,22
0,78,0,0,0,9,4,14,1,14
1,104,0,4,0,15,6,12,3,32
1,84,0,1,0,24,4,28,1,19
1,91,0,2,0,18,3,17,6,19
1,109,0,0,0,23,0,10,0,34
0,47,0,0,0,19,9,17,2,23
1,52,0,0,0,14,4,25,1,27
3,58,0,1,0,16,9,33,2,21
1,87,0,2,0,28,8,16,2,22
0,77,0,1,0,22,10,11,5,21
0,49,0,1,0,23,6,8,2,22
4,41,0,1,1,26,6,27,1,22
0,53,0,2,0,19,9,13,1,21
0,63,0,2,1,22,11,29,2,17
0,64,0,5,0,20,6,18,3,44
1,82,0,1,0,21,13,19,2,49
0,68,0,0,1,23,9,15,1,26
1,94,0,2,0,15,2,15,2,16
0,66,0,1,0,16,11,5,1,31
1,73,0,0,0,17,19,5,2,25
0,33,1,2,1,14,6,20,0,23
0,68,0,0,0,13,7,19,0,20
0,66,0,0,0,14,7,19,4,29
0,55,1,1,0,10,6,14,2,33
0,50,0,0,0,17,3,13,2,22
0,40,0,2,0,12,6,38,3,29
0,23,1,0,0,22,12,40,5,29
0,46,1,0,0,19,9,30,1,34
1,62,0,2,0,15,7,14,72,17
0,71,1,3,1,18,12,17,7,21
0,71,2,1,0,12,16,22,8,21
0,52,0,1,0,17,13,21,1,33
0,54,2,1,0,16,9,20,0,42
0,46,2,1,0,22,12,13,8,30
1,72,0,1,0,15,7,10,7,22
0,73,0,2,0,18,20,13,5,26
1,41,1,2,0,12,16,14,5,27
0,58,0,1,0,18,14,12,3,20
1,43,3,0,0,16,16,15,1,30
0,37,0,1,1,18,10,11,2,29
0,36,1,1,0,11,6,7,5,24
1,47,1,0,0,13,14,9,2,20
0,61,0,3,0,13,10,9,14,27
1,44,0,0,1,11,11,11,2,17
0,49,0,2,0,13,12,11,27,23
1,39,1,1,0,14,10,10,0,16
0,43,0,1,0,17,10,12,4,17
1,26,1,3,0,29,18,11,2,25
1,29,0,1,0,23,16,18,3,21
3,26,1,0,0,25,10,9,2,17
0,38,0,0,0,11,10,9,1,19
2,20,0,1,0,25,14,14,3,35
0,31,2,3,0,21,7,13,5,22
2,44,1,7,1,20,13,13,3,20
2,36,1,3,0,15,15,17,6,15
1,25,1,1,0,18,14,17,0,29
2,23,0,3,0,30,3,11,5,58
1,30,1,2,0,13,7,21,3,67
1,28,0,0,0,16,4,9,4,82
0,38,0,3,0,19,10,16,4,90
3,34,2,2,0,27,5,13,3,105
0,20,3,2,0,24,11,22,6,83
0,34,0,4,1,18,7,15,13,49
0,22,0,3,1,12,8,15,2,56
0,29,0,2,0,24,2,13,3,33
0,24,1,2,0,19,7,20,7,34
1,25,3,1,1,29,10,11,3,34
1,34,0,4,0,31,16,15,1,42
1,42,0,4,0,18,9,11,4,40
0,45,1,7,0,19,9,17,1,42
1,43,1,7,0,11,32,16,4,50
1,34,0,4,0,20,34,22,2,41
3,44,1,3,1,12,24,14,4,33
0,53,0,4,0,14,24,21,3,31
0,43,1,4,0,12,27,15,3,74
1,33,1,2,2,11,34,11,2,58
1,43,0,6,1,10,18,15,1,53
0,46,0,4,4,24,14,22,4,46
0,48,0,5,0,22,20,10,5,55
0,49,1,2,1,23,31,15,2,57
2,70,0,3,3,21,26,12,1,37
2,55,1,6,0,13,18,28,0,60
0,40,0,1,1,20,43,19,1,44
0,58,2,3,0,24,15,16,7,55
0,46,4,3,2,9,17,31,2,61
3,61,0,6,0,15,16,18,14,51
2,48,1,3,1,24,14,28,4,65
3,43,2,2,0,22,27,29,5,56
4,38,4,3,1,17,30,20,2,53
2,40,5,6,1,31,39,31,5,52
2,26,1,3,0,39,33,22,9,55
3,41,3,4,0,18,21,18,4,51
4,60,3,3,0,41,32,21,4,61
1,27,0,4,2,35,16,19,7,48
4,35,1,2,1,44,22,30,2,94
4,44,1,3,0,32,20,16,5,61
2,38,2,2,0,34,14,20,6,70
2,52,2,5,1,28,15,22,4,64
5,73,4,0,3,34,16,9,4,73
151,38,3,6,3,44,16,24,5,73
179,32,3,4,2,40,15,26,12,70
187,57,1,4,0,31,33,31,6,65
163,39,0,3,1,43,23,23,2,77
64,40,1,2,0,27,14,32,5,63
4,25,1,2,0,33,38,28,1,85
6,57,2,3,0,40,25,36,4,65
27,80,1,1,0,34,26,39,4,87
12,60,2,5,0,22,25,41,5,78
4,45,0,6,2,30,14,42,6,78
3,73,0,0,1,30,12,40,4,55
2,76,0,8,1,26,16,35,10,80
5,54,1,4,0,40,19,18,8,47
3,47,2,6,0,34,16,29,5,48
0,64,2,5,1,27,13,24,11,46
0,72,0,5,0,29,15,20,7,59
2,81,4,9,3,21,14,27,8,70
1,50,1,2,0,22,12,40,0,50
4,37,1,3,1,21,21,27,34,53
2,46,1,9,0,36,17,37,7,45
5,66,2,6,0,26,15,30,10,47
3,71,3,3,0,19,15,38,6,66
0,51,1,5,0,24,13,24,6,56
1,49,0,6,1,30,10,159,4,52
2,60,2,3,1,29,11,26,2,59
2,66,0,5,0,17,9,32,7,41
2,111,1,6,0,41,15,24,7,59
2,73,1,7,0,20,19,31,5,50
1,50,0,6,2,28,31,18,8,53
4,63,0,7,0,36,28,20,7,58
1,51,0,5,2,30,29,16,8,47
1,39,2,7,0,42,21,21,8,56
2,79,6,6,0,29,11,50,13,56
2,76,4,1,0,24,18,35,7,49
0,71,3,3,0,23,13,28,5,52
2,79,4,3,0,27,13,28,3,53
1,55,0,5,0,23,16,32,4,63
2,53,3,5,0,27,13,25,3,63
3,61,5,6,0,28,13,31,7,61
1,54,0,8,1,26,17,33,7,123
3,62,3,10,0,37,13,20,2,91
2,41,2,2,1,42,7,28,28,79
2,60,0,2,2,31,19,42,5,100
0,37,1,3,2,27,9,27,5,95
1,79,4,3,0,34,7,27,1,101
1,37,2,1,2,22,8,24,11,84
4,48,3,4,1,38,12,19,3,107
4,91,2,2,1,24,6,34,7,93
2,65,2,4,0,26,19,27,7,84
2,72,5,3,1,25,13,35,1,73
7,63,4,5,0,32,14,34,5,82
4,66,2,6,0,31,6,14,5,84
9,68,1,8,1,30,7,25,12,85
3,68,4,4,0,24,7,21,5,92
8,77,0,6,0,29,15,23,7,59
12,68,3,5,0,35,14,13,4,60
0,56,9,3,0,36,16,24,11,87
0,93,0,1,0,20,12,33,5,81
2,68,2,3,0,22,19,23,6,84
0,70,1,7,2,36,6,31,5,65
1,58,2,9,0,43,10,25,2,71
1,43,5,5,0,39,13,27,4,64
4,46,2,2,0,46,15,31,5,68
1,79,3,5,0,23,9,24,4,76
4,44,4,9,0,23,23,19,5,56
2,52,2,4,0,30,22,19,0,84
3,46,0,3,0,25,15,24,13,59
2,72,2,3,1,26,33,17,3,66
1,55,1,0,0,17,22,24,7,84
6,47,1,4,0,14,12,17,8,59
70,47,0,2,0,15,10,11,3,53
6,63,1,1,1,53,9,20,7,46
3,312,1,1,0,28,14,26,9,75
3,496,0,1,0,29,8,24,5,46
4,226,4,3,1,40,30,32,4,69
3,129,2,7,0,34,21,27,7,43
4,108,3,6,1,18,21,14,1,54
3,105,5,6,1,22,13,25,5,54
9,92,2,4,1,23,12,11,1,65
6,94,1,2,0,31,20,13,45,68
6,88,0,12,0,21,37,22,4,63
5,92,0,9,0,21,12,12,9,46
2,77,1,6,0,26,13,19,4,58
5,86,3,3,1,29,17,20,78,62
1,71,3,3,0,26,20,9,4,77
4,83,1,3,0,21,14,11,1,62
9,95,2,7,0,25,20,13,8,73
7,403,1,6,0,86,19,11,5,83
5,410,0,5,1,76,9,12,4,74
10,283,1,3,0,43,19,15,35,68
4,162,1,1,1,43,7,12,68,60
0,154,3,1,0,62,7,15,4,60
5,158,0,1,3,41,20,15,1,48
7,157,19,3,1,36,24,11,1,46
10,166,2,6,1,46,15,16,0,54
6,102,0,2,0,28,13,16,7,37
2,117,2,1,2,25,21,13,6,61
2,96,0,7,1,20,10,12,7,51
3,93,3,2,1,30,9,10,1,70
6,106,1,5,0,44,15,15,1,55
9,68,0,7,0,21,8,15,2,54
8,55,0,6,1,18,10,17,4,65
12,75,0,4,0,27,8,8,4,62
20,78,1,2,0,25,10,6,3,49
8,55,0,3,0,18,7,16,3,70
7,61,0,2,0,42,25,10,6,53
1,50,0,3,1,30,17,7,5,52
11,85,1,2,0,28,8,8,4,46
4,108,0,3,1,22,12,13,6,39
5,89,0,5,1,26,6,14,8,32
8,112,2,5,0,29,6,15,6,37
4,58,0,6,3,18,14,24,18,33
3,63,1,6,1,18,8,12,6,40
4,70,0,4,0,20,15,13,4,49
6,82,1,6,0,30,6,21,7,45
7,63,0,3,0,16,5,5,9,41
9,61,0,2,2,25,11,14,10,80
6,82,3,1,0,19,6,13,2,48
4,129,0,1,0,15,9,13,9,43
8,84,1,3,0,19,10,8,2,77
6,61,0,3,1,21,130,10,2,36
8,86,2,2,0,25,26,11,0,46
4,66,0,5,0,20,28,19,3,51
2,94,1,3,0,23,9,13,3,40
2,69,0,4,0,21,6,10,3,49
2,80,2,1,2,17,12,13,3,42
6,90,1,0,0,17,4,7,4,55
2,58,0,1,0,24,10,15,2,63
8,57,0,5,0,22,7,9,1,68
5,65,0,1,0,28,8,13,2,61
3,60,0,1,0,14,9,11,7,43
2,72,0,0,0,11,8,10,4,57
5,60,0,4,0,8,1,5,3,38
3,71,0,2,0,25,25,8,6,38
2,89,0,2,1,22,6,11,4,44
2,65,0,2,0,22,27,13,6,56
3,74,0,1,0,14,33,8,1,29
3,80,2,2,0,14,24,14,4,45
4,49,0,0,0,14,9,16,1,35
4,48,0,5,0,13,8,13,2,32
3,84,1,1,0,14,10,7,4,64
4,52,1,1,1,14,7,12,5,56
3,47,1,1,0,19,10,21,4,63
6,39,0,0,1,15,6,12,1,53
3,54,0,1,0,20,11,7,3,56
5,51,1,3,0,14,5,14,2,63
4,58,0,2,0,26,10,23,9,63
4,89,1,3,0,13,8,12,20,47
6,70,0,2,0,16,5,6,17,37
1,83,0,2,2,20,3,7,1,49
3,56,2,1,0,24,6,6,3,45
4,85,0,5,0,17,7,8,1,52
2,59,0,9,0,14,6,10,3,62
2,63,3,3,0,12,6,10,1,39
2,80,0,3,0,15,5,15,2,46
6,59,0,3,1,15,10,21,7,29
5,61,2,5,0,14,5,17,4,48
3,54,0,0,0,12,3,10,7,36
7,81,2,0,1,17,6,18,19,33
7,96,1,0,0,18,6,9,11,37
2,78,0,0,0,9,1,11,4,33
1,82,1,2,0,7,7,12,4,34
0,73,0,2,0,9,5,17,5,29
7,77,2,3,0,9,6,8,1,33
7,66,0,4,0,20,3,7,3,38
12,55,1,2,0,11,6,5,1,28
7,51,0,4,0,10,5,6,1,55
3,34,0,1,0,11,5,8,0,35
3,46,0,3,0,15,4,11,0,40
4,52,0,1,0,8,8,5,0,25
2,34,0,3,1,31,8,16,4,34
2,56,0,2,0,24,5,13,1,33
3,49,0,1,2,12,4,11,4,19
4,41,0,1,1,14,2,14,0,37
5,35,0,0,2,6,5,7,2,34
3,46,0,1,0,27,3,4,1,38
4,48,0,2,0,31,5,12,1,22
2,25,1,0,0,25,6,11,2,21
4,29,0,1,0,12,4,15,3,25
1,46,1,3,0,15,4,3,3,24
3,29,0,0,0,18,3,6,2,21
4,32,0,0,0,14,6,14,4,25
5,39,2,1,0,25,6,8,3,19
4,26,0,2,0,13,6,8,3,27
0,33,0,0,0,16,6,11,2,29
1,32,0,2,0,14,5,8,1,32
1,35,0,0,1,9,8,16,2,23
6,34,0,0,0,13,4,14,1,37
0,55,0,1,0,13,4,12,3,25
2,51,1,1,0,9,4,23,0,37
2,34,0,0,0,16,12,11,4,24
4,37,0,0,0,17,7,15,0,24
3,54,0,2,0,10,13,13,1,25
1,42,0,1,0,9,7,8,0,22
0,48,0,0,0,15,2,21,1,23
1,47,1,2,0,12,7,8,0,22
1,38,1,0,2,16,4,8,1,31
8,33,0,3,0,7,3,12,2,38
0,36,0,1,0,35,6,19,0,34
0,36,0,0,0,17,6,12,1,21
2,36,0,1,0,15,21,12,3,26
0,35,2,5,1,22,3,6,1,15
0,42,1,0,0,14,7,18,1,47
1,32,0,0,0,14,12,7,0,31
0,27,0,1,0,9,4,9,0,34
0,34,0,1,0,13,5,10,7,34
0,20,0,0,0,10,6,11,7,28
0,31,0,1,0,16,7,22,3,22
1,30,0,2,2,26,6,14,1,28
0,37,1,1,1,8,14,8,2,22
1,44,2,2,0,10,6,4,4,18
0,34,0,1,0,15,8,13,1,17
1,39,0,2,0,22,4,9,0,100
0,24,0,1,0,21,4,7,3,63
0,32,2,3,0,14,4,11,0,40
1,28,0,1,0,22,4,8,2,30
1,40,0,1,0,16,8,10,1,38
0,19,1,0,0,22,19,16,4,24
0,20,3,2,0,10,6,8,3,27
0,30,1,2,0,21,8,10,2,21
2,24,1,0,1,10,6,12,2,25
0,42,0,0,0,12,12,11,2,20
1,32,0,0,0,12,11,9,1,23
1,34,2,0,0,22,7,16,1,26
1,42,0,2,0,10,10,14,3,30
0,28,0,0,0,12,7,9,2,27
0,36,0,1,0,20,14,11,3,36
0,25,0,1,0,10,15,10,0,36
0,54,0,1,0,132,7,14,2,34
2,23,0,2,0,6,6,12,3,30
2,40,2,0,0,20,9,14,38,47
3,33,2,4,0,10,5,11,79,29
0,40,0,0,0,24,6,9,3,26
0,28,1,1,1,14,7,10,34,24
0,36,0,2,0,15,3,15,70,22
1,22,0,2,0,13,7,7,13,35
0,27,0,1,0,19,9,12,3,27
2,30,1,0,0,11,15,11,4,34
2,31,0,3,0,10,9,13,2,35
3,22,2,0,0,10,7,16,4,48
0,36,0,3,0,130,7,11,3,21
0,27,0,4,0,15,3,10,2,18
0,28,1,2,0,17,4,11,1,31
1,34,0,2,0,13,1,9,1,36
2,42,1,0,0,21,5,7,1,37
1,37,1,2,0,16,7,18,6,34
0,44,0,3,0,9,5,14,3,31
1,43,0,3,0,8,1,19,5,23
3,40,0,2,1,13,10,9,4,33
0,32,0,1,0,11,5,9,2,30
2,35,0,2,0,15,2,9,2,21
0,32,3,2,0,18,8,9,6,32
1,24,0,2,1,11,8,33,0,20
0,36,1,1,1,11,7,23,7,34
0,28,2,2,1,22,5,16,2,15
1,40,1,2,0,20,4,24,1,17
0,46,0,0,0,30,6,25,2,16
0,52,1,1,0,18,23,16,2,35
1,52,0,6,0,18,8,20,1,56
0,42,0,5,0,14,14,15,5,66
0,70,0,3,0,25,8,20,2,58
1,43,0,0,0,12,10,16,4,18
0,32,0,2,1,6,8,18,5,31
2,43,0,1,1,15,8,13,5,37
2,41,2,2,0,8,2,16,3,30
2,339,1,0,0,13,10,10,4,35
1,974,1,2,1,19,5,18,6,35
0,257,0,2,0,20,10,19,4,38
0,314,0,2,2,11,4,20,0,31
1,457,0,2,0,18,9,15,3,41
1,555,0,3,0,19,11,18,3,40
1,725,0,3,0,8,8,10,2,42
3,155,0,4,0,19,5,18,6,29
3,161,0,2,0,18,7,17,12,34
0,184,0,0,0,17,7,15,5,50
0,181,0,6,0,26,5,21,12,44
4,157,0,4,1,25,2,17,4,35
4,204,0,3,1,24,10,23,10,34
5,190,3,6,1,29,7,25,11,71
0,54,2,5,3,36,17,34,11,59
1,56,1,3,0,30,12,27,79,51
1,48,4,3,1,22,16,24,10,45
2,57,1,7,0,14,13,22,74,32
4,62,2,7,0,20,8,33,6,38
1,48,4,3,1,14,14,35,40,44
2,58,3,5,1,22,12,29,12,45
1,62,1,16,0,22,6,24,37,42
1,50,3,4,0,23,10,22,15,55
2,60,2,5,0,24,10,33,7,41
0,63,1,1,1,27,26,27,4,42
3,60,1,4,2,20,22,23,13,41
3,53,1,2,0,25,36,33,14,69
2,59,0,2,0,36,29,25,4,62
0,60,2,2,0,27,23,29,5,57
2,62,1,1,0,26,20,23,9,58
4,90,3,1,0,23,16,24,12,49
3,210,1,6,0,32,19,44,12,48
9,113,2,2,0,26,16,24,5,31
3,86,1,1,0,23,19,27,3,64
7,101,3,5,0,33,10,30,7,109
4,101,5,4,0,33,10,25,8,69
2,72,0,3,1,29,14,30,4,56
4,91,1,4,1,31,11,25,5,69
1,61,1,6,1,27,8,16,10,63
2,64,1,7,0,25,20,26,5,52
6,71,0,4,0,28,15,20,14,65
2,58,0,5,0,27,8,26,15,71
1,53,1,0,0,26,10,23,4,73
5,134,3,3,0,42,11,24,6,78
9,100,0,3,0,37,8,24,2,59
7,68,0,4,0,37,19,25,7,57
1,67,1,4,0,30,12,24,9,76
6,67,9,2,1,31,11,23,12,101
6,80,1,1,0,28,10,16,8,97
5,65,1,2,3,37,23,32,5,77
2,80,0,4,0,36,14,15,8,60
2,37,1,6,0,14,7,19,7,71
4,56,0,3,0,21,20,13,9,67
3,40,0,6,3,18,10,21,6,75
4,36,0,7,0,17,7,15,9,75
3,68,0,8,0,26,9,13,10,67
2,38,2,5,0,18,11,23,7,61
7,51,2,3,0,22,8,20,3,54
4,31,1,3,1,9,15,17,4,62
5,43,1,3,0,23,12,23,3,48
10,44,1,1,3,22,9,16,4,35
7,51,5,6,0,31,12,23,7,50
6,214,1,8,2,19,7,31,3,83
6,54,1,4,0,17,5,12,3,48
5,49,0,5,0,15,13,11,7,40
34,63,0,3,0,33,18,14,5,95
49,62,1,5,0,18,11,11,5,84
31,52,1,2,0,26,11,14,7,97
22,39,1,3,2,19,19,9,3,85
16,52,2,3,0,47,13,12,4,66
47,50,3,7,0,26,6,18,3,66
27,59,2,4,1,19,5,25,9,70
23,79,4,3,0,27,11,18,9,125
21,53,1,3,1,23,7,23,8,114
18,37,0,9,0,28,16,21,4,115
12,43,2,5,2,21,15,27,9,113
13,60,1,2,0,22,9,29,10,112
12,45,3,5,0,31,17,12,7,92
16,37,1,5,0,26,8,17,5,90
15,45,2,7,3,37,13,22,4,101
11,45,0,4,2,19,10,31,11,90
13,36,1,5,2,5,7,21,5,87
89,45,1,3,0,32,10,19,4,130
187,45,3,6,0,42,16,13,11,89
154,34,0,6,1,28,13,23,5,69
25,53,2,12,0,25,21,25,11,102
16,42,2,9,0,28,15,18,8,85
8,51,1,11,2,26,13,18,1,75
6,57,2,4,0,25,13,14,6,77
9,70,1,9,0,24,8,20,5,69
18,49,0,2,1,15,7,19,5,46
6,48,0,2,1,14,11,13,8,46
12,62,1,4,2,22,4,31,2,55
12,49,0,3,0,22,7,29,8,58
10,47,1,5,0,28,4,18,5,53
7,44,2,2,0,45,16,19,3,57
6,62,0,6,3,38,24,23,9,76
6,80,4,5,0,40,25,27,11,104
14,66,1,3,0,27,19,17,2,68
10,61,1,9,2,22,11,7,3,78
5,53,0,4,1,23,16,17,2,69
11,118,1,3,0,21,6,19,5,64
8,113,0,3,4,18,8,7,7,68
11,65,1,1,1,29,430,16,6,59
5,62,2,5,0,12,97,11,5,56
8,48,2,0,0,26,50,17,1,50
2,49,0,3,1,11,45,18,1,55
8,49,3,9,0,15,32,15,13,39
5,41,1,9,0,33,26,16,17,48
6,52,0,2,0,19,28,12,13,43
4,91,2,3,0,12,24,14,11,99
3,55,3,10,2,21,16,13,7,58
2,51,0,1,0,21,19,12,6,57
6,44,0,11,0,12,14,18,4,63
6,44,2,5,0,16,11,30,8,52
2,59,0,5,2,13,23,11,10,58
5,43,0,1,0,9,22,9,2,53
9,46,0,4,0,14,16,18,7,58
3,45,0,3,1,20,19,16,5,40
0,40,0,4,0,13,10,14,5,45
1,43,3,1,1,11,8,15,2,44
4,34,0,1,0,16,17,19,8,55
4,41,0,7,0,17,9,20,6,54
5,36,0,6,0,18,16,11,1,49
4,81,1,2,0,24,14,16,4,49
8,77,1,3,0,8,10,9,4,37
5,61,0,2,0,10,16,8,4,56
4,51,0,3,0,15,18,20,10,60
6,96,1,0,0,15,7,14,2,38
5,52,3,2,0,9,6,10,1,64
1,54,0,2,1,4,11,18,0,60
7,64,1,5,1,18,10,14,1,55
9,59,1,3,0,9,8,21,2,55
5,58,3,3,0,17,11,7,8,60
6,107,0,4,0,19,18,22,1,79
3,111,0,7,0,10,15,18,2,57
4,54,0,0,0,5,15,29,5,43
3,42,0,4,0,9,6,11,3,53
3,58,0,0,0,3,8,23,4,67
8,43,0,1,0,20,5,21,3,45
3,33,2,1,0,14,7,18,3,41
3,44,0,3,1,17,9,16,3,31
4,27,1,2,0,15,11,12,1,53
4,30,1,0,0,19,16,8,3,95
4,37,0,0,0,10,5,10,9,67
3,47,0,1,0,23,4,16,0,58
4,32,0,0,1,15,6,8,0,49
4,32,0,2,4,11,6,14,3,68
3,30,1,5,0,9,5,10,2,68
6,40,1,1,0,13,5,10,3,67
3,42,0,1,2,14,4,3,3,63
5,55,1,2,0,13,9,5,3,77
4,39,0,3,2,13,10,9,4,69
4,52,0,1,1,10,6,8,4,65
5,58,0,2,1,13,13,11,5,80
2,51,0,3,0,7,12,11,3,73
6,43,1,0,2,11,2,26,0,67
8,53,0,2,0,25,4,24,1,47
4,30,4,1,0,13,6,15,1,48
2,20,0,1,0,12,4,28,2,51
4,15,1,0,0,15,5,21,1,49
6,49,0,2,0,11,2,12,1,43
5,35,0,0,0,11,4,19,0,49
13,37,0,1,0,8,4,23,2,48
6,44,0,1,0,14,14,11,1,51
8,20,1,0,0,12,5,17,0,38
4,24,0,0,0,10,2,13,2,51
1,23,0,1,0,8,5,13,6,45
6,27,0,1,0,19,6,16,2,36
15,50,1,0,0,10,3,3,5,53
13,34,0,0,1,15,4,14,3,60
7,30,1,2,0,14,6,15,5,51
5,32,0,1,0,13,9,19,1,60
6,21,1,0,0,10,6,7,0,47
4,37,0,1,0,12,5,11,0,31
4,29,0,1,0,6,3,19,2,50
5,21,1,0,2,8,6,10,2,44
0,29,1,1,0,12,7,13,2,47
10,22,1,0,0,9,4,11,3,37
4,27,1,0,0,10,10,16,1,58
6,22,1,2,1,14,3,13,0,58
11,35,1,0,2,7,2,22,1,53
3,51,0,0,0,19,7,12,0,49
6,50,0,1,0,8,5,8,0,51
6,43,0,1,2,3,3,9,1,46
2,32,7,3,0,8,5,15,0,50
6,25,1,1,0,3,23,11,0,43
6,27,0,2,0,19,15,17,0,51
5,32,0,1,1,8,7,8,1,48
3,24,0,0,1,9,8,7,5,29
158,38,0,0,0,12,5,18,5,37
207,39,0,1,0,12,8,9,0,43
190,28,0,0,0,9,3,15,0,33
181,41,1,1,1,12,11,9,3,30
104,43,0,0,1,19,8,11,0,35
8,25,0,1,0,18,7,9,0,25
6,25,0,0,0,15,8,10,0,30
4,35,1,0,0,9,2,5,0,31
2,39,0,0,0,8,10,11,0,15
3,37,0,0,0,14,1,2,7,22
34,34,0,0,0,5,5,7,5,22
207,28,1,1,0,8,4,12,5,28
222,18,0,1,0,10,4,13,4,38
172,16,0,0,0,7,4,7,2,36
89,17,0,0,0,5,2,5,1,20
3,33,3,1,2,9,6,12,3,25
5,12,0,1,0,16,9,7,0,19
7,33,1,0,0,13,7,14,0,23
2,11,0,2,0,13,4,7,0,35
2,18,1,1,0,9,6,9,0,35
1,16,0,0,0,5,4,24,0,25
0,30,0,0,0,14,4,3,8,27
1,28,1,0,0,7,3,4,2,24
1,12,0,0,0,10,5,11,3,25
0,11,1,1,0,9,3,6,12,19
1,18,0,1,0,12,4,6,1,26
2,12,1,3,0,10,4,7,2,27
0,25,1,4,3,19,3,11,3,21
1,13,0,2,0,14,6,7,1,24
0,19,0,0,0,5,3,13,3,25
0,34,0,1,0,7,6,25,0,27
0,13,1,0,1,7,1,7,4,34
0,14,1,1,0,8,3,10,0,30
1,14,0,1,0,8,3,9,0,31
